Iteration,Award Category,Winner,Film
85,Best Actress in a Supporting Role,Sally Field,Lincoln
85,Best Actress in a Supporting Role,Helen Hunt,The Sessions
85,Best Actress in a Supporting Role,Jacki Weaver,Silver Linings Playbook
85,Best Writing (Original Screenplay),Django Unchained,Django Unchained
85,Best Writing (Original Screenplay),Amour,Amour
85,Best Writing (Original Screenplay),Flight,Flight
85,Best Writing (Original Screenplay),Moonrise Kingdom,Moonrise Kingdom
85,Best Writing (Original Screenplay),Zero Dark Thirty,Zero Dark Thirty
85,Best Writing (Adapted Screenplay),Argo,Argo
85,Best Writing (Adapted Screenplay),Beasts of the Southern Wild,Beasts of the Southern Wild
85,Best Writing (Adapted Screenplay),Life of Pi,Life of Pi
85,Best Writing (Adapted Screenplay),Lincoln,Lincoln
85,Best Writing (Adapted Screenplay),Silver Linings Playbook,Silver Linings Playbook
85,Best Animated Feature Film,Brave,Brave
85,Best Animated Feature Film,Frankenweenie,Frankenweenie
85,Best Animated Feature Film,ParaNorman,ParaNorman
85,Best Animated Feature Film,The Pirates! Band of Misfits,The Pirates! Band of Misfits
85,Best Animated Feature Film,Wreck-It Ralph,Wreck-It Ralph
85,Best Foreign Language Film,Amour (Austria) in French,Amour
85,Best Foreign Language Film,Kon-Tiki (Norway) in English and Norwegian,Kon-Tiki
85,Best Foreign Language Film,No (Chile) in Spanish,No
85,Best Foreign Language Film,A Royal Affair (Denmark) in Danish,A Royal Affair
85,Best Foreign Language Film,War Witch (Canada) in French,War Witch
85,Best Documentary (Feature),Searching for Sugar Man,Searching for Sugar Man
85,Best Documentary (Feature),5 Broken Cameras,5 Broken Cameras
85,Best Documentary (Feature),The Gatekeepers,The Gatekeepers
85,Best Documentary (Feature),How to Survive a Plague,How to Survive a Plague
85,Best Documentary (Feature),The Invisible War,The Invisible War
85,Best Documentary (Short Subject),Inocente,Inocente
85,Best Documentary (Short Subject),Kings Point,Kings Point
85,Best Documentary (Short Subject),Mondays at Racine,Mondays at Racine
85,Best Documentary (Short Subject),Open Heart,Open Heart
85,Best Documentary (Short Subject),Redemption,Redemption
85,Best Short Film (Live Action),Curfew,Curfew
85,Best Short Film (Live Action),Asad,Asad
85,Best Short Film (Live Action),Buzkashi Boys,Buzkashi Boys
85,Best Short Film (Live Action),Death of a Shadow (Dood Van Een Schaduw),Death of a Shadow
85,Best Short Film (Live Action),Henry,Henry
85,Best Short Film (Animated),Paperman,Paperman
85,Best Short Film (Animated),Adam and Dog,Adam and Dog
85,Best Short Film (Animated),Fresh Guacamole,Fresh Guacamole
85,Best Short Film (Animated),Head over Heels,Head over Heels
85,Best Short Film (Animated),"Maggie Simpson in ""The Longest Daycare""","Maggie Simpson in ""The Longest Daycare"""
85,Best Music (Original Score),Life of Pi,Life of Pi
85,Best Music (Original Score),Anna Karenina,Anna Karenina
85,Best Music (Original Score),Argo,Argo
85,Best Music (Original Score),Lincoln,Lincoln
85,Best Music (Original Score),Skyfall,Skyfall
85,Best Music (Original Song),"""Skyfall"" from Skyfall",Skyfall
85,Best Music (Original Song),"""Before My Time"" from Chasing Ice",Chasing Ice
85,Best Music (Original Song),"""Everybody Needs a Best Friend"" from Ted",Ted
85,Best Music (Original Song),"""Pi's Lullaby"" from Life of Pi",Life of Pi
85,Best Music (Original Song),"""Suddenly"" from Les Misérables",Les Misérables
85,Best Sound Editing,Skyfall,Skyfall
85,Best Sound Editing,Zero Dark Thirty,Zero Dark Thirty
85,Best Sound Editing,Argo,Argo
85,Best Sound Editing,Django Unchained,Django Unchained
85,Best Sound Editing,Life of Pi,Life of Pi
85,Best Sound Mixing,Les Misérables,Les Misérables
85,Best Sound Mixing,Argo,Argo
85,Best Sound Mixing,Life of Pi,Life of Pi
85,Best Sound Mixing,Lincoln,Lincoln
85,Best Sound Mixing,Skyfall,Skyfall
85,Best Production Design,Lincoln,Lincoln
85,Best Production Design,Anna Karenina,Anna Karenina
85,Best Production Design,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey
85,Best Production Design,Les Misérables,Les Misérables
85,Best Production Design,Life of Pi,Life of Pi
85,Best Cinematography,Life of Pi,Life of Pi
85,Best Cinematography,Anna Karenina,Anna Karenina
85,Best Cinematography,Django Unchained,Django Unchained
85,Best Cinematography,Lincoln,Lincoln
85,Best Cinematography,Skyfall,Skyfall
85,Best Makeup and Hairstyling,Les Misérables,Les Misérables
85,Best Makeup and Hairstyling,Hitchcock,Hitchcock
85,Best Makeup and Hairstyling,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey
85,Best Costume Design,Anna Karenina,Anna Karenina
85,Best Costume Design,Les Misérables,Les Misérables
85,Best Costume Design,Lincoln,Lincoln
85,Best Costume Design,Mirror Mirror,Mirror Mirror
85,Best Costume Design,Snow White and the Huntsman,Snow White and the Huntsman
85,Best Film Editing,Argo,Argo
85,Best Film Editing,Life of Pi,Life of Pi
85,Best Film Editing,Lincoln,Lincoln
85,Best Film Editing,Silver Linings Playbook,Silver Linings Playbook
85,Best Film Editing,Zero Dark Thirty,Zero Dark Thirty
85,Best Visual Effects,Life of Pi,Life of Pi
85,Best Visual Effects,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey
85,Best Visual Effects,Marvel's The Avengers,Marvel's The Avengers
85,Best Visual Effects,Prometheus,Prometheus
85,Best Visual Effects,Snow White and the Huntsman,Snow White and the Huntsman
86,Best Picture,12 Years a Slave,12 Years a Slave
86,Best Picture,American Hustle,American Hustle
86,Best Picture,Captain Phillips,Captain Phillips
86,Best Picture,Dallas Buyers Club,Dallas Buyers Club
86,Best Picture,Gravity,Gravity
86,Best Picture,Her,Her
86,Best Picture,Nebraska,Nebraska
86,Best Picture,Philomena,Philomena
86,Best Picture,The Wolf of Wall Street,The Wolf of Wall Street
86,Best Directing,Alfonso Cuarón,Gravity
86,Best Directing,David O. Russell,American Hustle
86,Best Directing,Alexander Payne,Nebraska
86,Best Directing,Steve McQueen,12 Years a Slave
86,Best Directing,Martin Scorsese,The Wolf of Wall Street
86,Best Actor in a Leading Role,Matthew McConaughey,Dallas Buyers Club
86,Best Actor in a Leading Role,Christian Bale,American Hustle
86,Best Actor in a Leading Role,Bruce Dern,Nebraska
86,Best Actor in a Leading Role,Leonardo DiCaprio,The Wolf of Wall Street
86,Best Actor in a Leading Role,Chiwetel Ejiofor,12 Years a Slave
86,Best Actress in a Leading Role,Cate Blanchett,Blue Jasmine
86,Best Actress in a Leading Role,Amy Adams,American Hustle
86,Best Actress in a Leading Role,Sandra Bullock,Gravity
86,Best Actress in a Leading Role,Judi Dench,Philomena
86,Best Actress in a Leading Role,Meryl Streep,August: Osage County
86,Best Actor in a Supporting Role,Jared Leto,Dallas Buyers Club
86,Best Actor in a Supporting Role,Barkhad Abdi,Captain Phillips
86,Best Actor in a Supporting Role,Bradley Cooper,American Hustle
86,Best Actor in a Supporting Role,Michael Fassbender,12 Years a Slave
86,Best Actor in a Supporting Role,Jonah Hill,The Wolf of Wall Street
86,Best Actress in a Supporting Role,Lupita Nyong'o,12 Years a Slave
86,Best Actress in a Supporting Role,Sally Hawkins,Blue Jasmine
86,Best Actress in a Supporting Role,Jennifer Lawrence,American Hustle
86,Best Actress in a Supporting Role,Julia Roberts,August: Osage County
86,Best Actress in a Supporting Role,June Squibb,Nebraska
86,Best Writing (Original Screenplay),Her,Her
86,Best Writing (Original Screenplay),American Hustle,American Hustle
86,Best Writing (Original Screenplay),Blue Jasmine,Blue Jasmine
86,Best Writing (Original Screenplay),Dallas Buyers Club,Dallas Buyers Club
86,Best Writing (Original Screenplay),Nebraska,Nebraska
86,Best Writing (Adapted Screenplay),12 Years a Slave,12 Years a Slave
86,Best Writing (Adapted Screenplay),Before Midnight,Before Midnight
86,Best Writing (Adapted Screenplay),Captain Phillips,Captain Phillips
86,Best Writing (Adapted Screenplay),Philomena,Philomena
86,Best Writing (Adapted Screenplay),The Wolf of Wall Street,The Wolf of Wall Street
86,Best Animated Feature Film,Frozen,Frozen
86,Best Animated Feature Film,The Croods,The Croods
86,Best Animated Feature Film,Despicable Me 2,Despicable Me 2
86,Best Animated Feature Film,Ernest & Celestine,Ernest & Celestine
86,Best Animated Feature Film,The Wind Rises,The Wind Rises
86,Best Foreign Language Film,The Great Beauty (Italy) in Italian,The Great Beauty
86,Best Foreign Language Film,The Broken Circle Breakdown (Belgium) in Dutch,The Broken Circle Breakdown
86,Best Foreign Language Film,The Hunt (Denmark) in Danish,The Hunt
86,Best Foreign Language Film,The Missing Picture (Cambodia) in French,The Missing Picture
86,Best Foreign Language Film,Omar (Palestine) in Arabic,Omar
86,Best Documentary (Feature),20 Feet from Stardom,20 Feet from Stardom
86,Best Documentary (Feature),The Act of Killing,The Act of Killing
86,Best Documentary (Feature),Cutie and the Boxer,Cutie and the Boxer
86,Best Documentary (Feature),Dirty Wars,Dirty Wars
86,Best Documentary (Feature),The Square,The Square
86,Best Documentary (Short Subject),The Lady in Number 6: Music Saved My Life,The Lady in Number 6: Music Saved My Life
86,Best Documentary (Short Subject),CaveDigger,CaveDigger
86,Best Documentary (Short Subject),Facing Fear,Facing Fear
86,Best Documentary (Short Subject),Karama Has No Walls,Karama Has No Walls
86,Best Documentary (Short Subject),Prison Terminal: The Last Days of Private Jack Hall,Prison Terminal: The Last Days of Private Jack Hall
86,Best Short Film (Live Action),Helium,Helium
86,Best Short Film (Live Action),Aquél no era yo (That Wasn't Me),Aquél no era yo
86,Best Short Film (Live Action),Avant que de tout perdre (Just Before Losing Everything),Avant que de tout perdre
86,Best Short Film (Live Action),Pitääkö mun kaikki hoitaa? (Do I Have to Take Care of Everything?),Pitääkö mun kaikki hoitaa?
86,Best Short Film (Live Action),The Voorman Problem,The Voorman Problem
86,Best Short Film (Animated),Mr Hublot,Mr Hublot
86,Best Short Film (Animated),Feral,Feral
86,Best Short Film (Animated),Get a Horse!,Get a Horse!
86,Best Short Film (Animated),Possessions,Possessions
86,Best Short Film (Animated),Room on the Broom,Room on the Broom
86,Best Music (Original Score),Gravity,Gravity
86,Best Music (Original Score),The Book Thief,The Book Thief
86,Best Music (Original Score),Her,Her
86,Best Music (Original Score),Philomena,Philomena
86,Best Music (Original Score),Saving Mr. Banks,Saving Mr. Banks
86,Best Music (Original Song),"""Let It Go"" from Frozen",Frozen
86,Best Music (Original Song),"""Happy"" from Despicable Me 2",Despicable Me 2
86,Best Music (Original Song),"""The Moon Song"" from Her",Her
86,Best Music (Original Song),"""Ordinary Love"" from Mandela: Long Walk to Freedom",Mandela: Long Walk to Freedom
86,Best Music (Original Song),"""Alone Yet Not Alone"" from Alone Yet Not Alone",Alone Yet Not Alone
86,Best Sound Editing,Gravity,Gravity
86,Best Sound Editing,All Is Lost,All Is Lost
86,Best Sound Editing,Captain Phillips,Captain Phillips
86,Best Sound Editing,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug
86,Best Sound Editing,Lone Survivor,Lone Survivor
86,Best Sound Mixing,Gravity,Gravity
86,Best Sound Mixing,Captain Phillips,Captain Phillips
86,Best Sound Mixing,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug
86,Best Sound Mixing,Inside Llewyn Davis,Inside Llewyn Davis
86,Best Sound Mixing,Lone Survivor,Lone Survivor
86,Best Production Design,The Great Gatsby,The Great Gatsby
86,Best Production Design,American Hustle,American Hustle
86,Best Production Design,Gravity,Gravity
86,Best Production Design,Her,Her
86,Best Production Design,12 Years a Slave,12 Years a Slave
86,Best Cinematography,Gravity,Gravity
86,Best Cinematography,The Grandmaster,The Grandmaster
86,Best Cinematography,Inside Llewyn Davis,Inside Llewyn Davis
86,Best Cinematography,Nebraska,Nebraska
86,Best Cinematography,Prisoners,Prisoners
86,Best Makeup and Hairstyling,Dallas Buyers Club,Dallas Buyers Club
86,Best Makeup and Hairstyling,Jackass Presents: Bad Grandpa,Jackass Presents: Bad Grandpa
86,Best Makeup and Hairstyling,The Lone Ranger,The Lone Ranger
86,Best Costume Design,The Great Gatsby,The Great Gatsby
86,Best Costume Design,American Hustle,American Hustle
86,Best Costume Design,The Grandmaster,The Grandmaster
86,Best Costume Design,The Invisible Woman,The Invisible Woman
86,Best Costume Design,12 Years a Slave,12 Years a Slave
86,Best Film Editing,Gravity,Gravity
86,Best Film Editing,American Hustle,American Hustle
86,Best Film Editing,Captain Phillips,Captain Phillips
86,Best Film Editing,Dallas Buyers Club,Dallas Buyers Club
86,Best Film Editing,12 Years a Slave,12 Years a Slave
86,Best Visual Effects,Gravity,Gravity
86,Best Visual Effects,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug
86,Best Visual Effects,Iron Man 3,Iron Man 3
86,Best Visual Effects,The Lone Ranger,The Lone Ranger
86,Best Visual Effects,Star Trek Into Darkness,Star Trek Into Darkness
87,Best Picture,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance)
87,Best Picture,American Sniper,American Sniper
87,Best Picture,Boyhood,Boyhood
87,Best Picture,The Grand Budapest Hotel,The Grand Budapest Hotel
87,Best Picture,The Imitation Game,The Imitation Game
87,Best Picture,Selma,Selma
87,Best Picture,The Theory of Everything,The Theory of Everything
87,Best Picture,Whiplash,Whiplash
87,Best Directing,Alejandro G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance)
87,Best Directing,Richard Linklater,Boyhood
87,Best Directing,Bennett Miller,Foxcatcher
87,Best Directing,Wes Anderson,The Grand Budapest Hotel
87,Best Directing,Morten Tyldum,The Imitation Game
87,Best Actor in a Leading Role,Eddie Redmayne,The Theory of Everything
87,Best Actor in a Leading Role,Steve Carell,Foxcatcher
87,Best Actor in a Leading Role,Bradley Cooper,American Sniper
87,Best Actor in a Leading Role,Benedict Cumberbatch,The Imitation Game
87,Best Actor in a Leading Role,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance)
87,Best Actress in a Leading Role,Julianne Moore,Still Alice
87,Best Actress in a Leading Role,Marion Cotillard,"Two Days, One Night"
87,Best Actress in a Leading Role,Felicity Jones,The Theory of Everything
87,Best Actress in a Leading Role,Rosamund Pike,Gone Girl
87,Best Actress in a Leading Role,Reese Witherspoon,Wild
87,Best Actor in a Supporting Role,J. K. Simmons,Whiplash
87,Best Actor in a Supporting Role,Robert Duvall,The Judge
87,Best Actor in a Supporting Role,Ethan Hawke,Boyhood
87,Best Actor in a Supporting Role,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance)
87,Best Actor in a Supporting Role,Mark Ruffalo,Foxcatcher
87,Best Actress in a Supporting Role,Patricia Arquette,Boyhood
87,Best Actress in a Supporting Role,Laura Dern,Wild
87,Best Actress in a Supporting Role,Keira Knightley,The Imitation Game
87,Best Actress in a Supporting Role,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance)
87,Best Actress in a Supporting Role,Meryl Streep,Into the Woods
87,Best Writing (Original Screenplay),Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance)
87,Best Writing (Original Screenplay),Boyhood,Boyhood
87,Best Writing (Original Screenplay),Foxcatcher,Foxcatcher
87,Best Writing (Original Screenplay),The Grand Budapest Hotel,The Grand Budapest Hotel
