Movie_Name,Release_Date,Box_Office,Run_Time,Languages
The Twilight Samurai,2002-01-01,10200000.00,129,
The Two Mouseketeers,1952-01-01,,726,
The Two Popes,2019-01-01,758711.00,125,
The Ugly Duckling,1939-01-01,,859,
The Umbrellas of Cherbourg,1964-01-01,7600000.00,91,
The Unbearable Lightness of Being,1988-01-01,10000000.00,171,
The Uninvited,1944-01-01,,98,
The United States vs. Billie Holiday,2021-01-01,,130,
The Unseen,1945-01-01,,80,
The Unsinkable Molly Brown,1964-01-01,11000000.00,128,
The Untouchables,1987-01-01,106200000.00,119,
The Usual Suspects,1995-01-01,67000000.00,106,
The V.I.P.s,1963-01-01,15000000.00,119,
The Vagabond King,1930-01-01,,104,
The Valiant,1929-01-01,,66,
The Valley of Decision,1945-01-01,9132000.00,119,
The Vanishing Prairie,1954-01-01,1750000.00,60,
The Verdict,1982-01-01,54000000.00,129,
The Village,1993-01-01,,15,
The Village,2004-01-01,256700000.00,108,
The Village on the River,1958-01-01,,92,
The Virgin Queen,1955-01-01,,92,
The Virgin Spring,1960-01-01,700000.00,89,
The Visit,1964-01-01,1100000.00,100,
The Visitor,2007-01-01,18100000.00,103,
The Voorman Problem,2011-01-01,,13,
The War Against Mrs. Hadley,1942-01-01,1357000.00,86,
The War at Home,1979-01-01,,100,
The War Game,1966-01-01,,47,
The War Is Over,1966-01-01,,121,
The War of the Worlds,1953-01-01,2000000.00,85,
The War Room,1993-01-01,901668.00,96,
The Warriors of Qiugang,2010-01-01,,39,
The Way Back,2010-01-01,24100000.00,133,
The Way of All Flesh,1927-01-01,,9,
The Way We Were,1973-01-01,50000000.00,118,
The Weather Underground,2002-01-01,564632.00,95,
The Wedding Banquet,1993-01-01,23600000.00,106,
The Well,1951-01-01,,86,
The West Point Story,1950-01-01,2890000.00,107,
The Westerner,1940-01-01,,100,
The Wetback Hound,1957-01-01,,18,
The Whale,2022-01-01,57600000.00,117,
The Whales of August,1987-01-01,1300000.00,90,
The Whisperers,1967-01-01,,106,
The White Cliffs of Dover,1944-01-01,4045000.00,126,
The White Helmets,2016-01-01,,40,
The White Parade,1934-01-01,,80,
The White Ribbon,2009-01-01,19300000.00,144,
The White Tiger,2021-01-01,,125,
The Wife,2017-01-01,20000000.00,105,
The Wild and the Brave,1974-01-01,,102,
The Wild Bunch,1969-01-01,11000000.00,145,
The Wild Bunch: An Album in Montage,1996-01-01,,34,
The Wild Robot,2024-01-01,333400000.00,102,
The Wild Thornberrys,2002-01-01,60700000.00,85,
The Wildest Show in the South: The Angola Prison Rodeo,1999-01-01,,,
The Wind and the Lion,1975-01-01,9200000.00,119,
The Wind Rises,2013-01-01,136500000.00,126,
The Window,1949-01-01,,73,
The Windshield Wiper,2021-01-01,,14,
The Wings of the Dove,1997-01-01,17000000.00,102,
The Witches of Eastwick,1987-01-01,103000000.00,118,
The Witness: From the Balcony of Room 306,2008-01-01,,32,
The Wiz,1978-01-01,21000000.00,133,
The Wizard of Oz,1939-01-01,29700000.00,102,
The Wizard of the Strings,1985-01-01,,27,
The Wolf Men,1969-01-01,,,
The Wolf of Wall Street,2013-01-01,407000000.00,180,
The Wolfman,2010-01-01,142600000.00,103,
The Woman in Red,1984-01-01,25300000.00,86,
The Woman in the Window,1944-01-01,,99,
The Woman of the Town,1943-01-01,,90,
The Wonderful Story of Henry Sugar,2023-01-01,,39,
The Wonderful World of the Brothers Grimm,1962-01-01,8900000.00,140,
The Word,1953-01-01,,,
The World According to Garp,1982-01-01,29712172.00,136,
The World Is Rich,1947-01-01,,46,
The Worst Person in the World,2021-01-01,12700000.00,128,
The Wrestler,2008-01-01,44700000.00,109,
The Wrong Trousers,1993-01-01,,29,
The Yankee Doodle Mouse,1943-01-01,,728,
The Yanks Are Coming,1963-01-01,,,
The Year of Living Dangerously,1982-01-01,2900000.00,114,
The Yearling,1946-01-01,7599000.00,128,
The Yellow Star: The Persecution of the Jews in Europe 1933–45,1980-01-01,,89,
The Young Girls of Rochefort,1967-01-01,8000000.00,126,
The Young in Heart,1938-01-01,,90,
The Young Land,1959-01-01,,89,
The Young Lions,1958-01-01,4480000.00,167,
The Young Philadelphians,1959-01-01,2800000.00,136,
The Young Victoria,2009-01-01,31900000.00,105,
The Zone of Interest,2023-01-01,52800000.00,105,
Theeb,2014-01-01,774556.00,100,
Their Own Desire,1929-01-01,,65,
Thelma & Louise,1991-01-01,45400000.00,129,
Them!,1954-01-01,2200000.00,94,
Theodora Goes Wild,1936-01-01,1100000.00,94,
There Goes My Heart,1938-01-01,410700.00,81,
There Will Be Blood,2007-01-01,76200000.00,158,
There's No Business Like Show Business,1954-01-01,5100000.00,117,
These Three,1936-01-01,,93,
They Knew What They Wanted,1940-01-01,932000.00,90,
They Planted a Stone,1953-01-01,,26,
They Shall Have Music,1939-01-01,,105,
"They Shoot Horses, Don't They?",1969-01-01,12600000.00,120,
They Were Expendable,1945-01-01,4347000.00,135,
They're Always Caught,1938-01-01,,22,
Thin Ice,1937-01-01,1590000.00,79,
Thirteen,2003-01-01,10100000.00,100,
Thirty Million Letters,1963-01-01,,30,
Thirty Seconds Over Tokyo,1944-01-01,6200000.00,138,
This Above All,1942-01-01,2400000.00,110,
This Charming Man,2002-01-01,,30,
This Is Cinerama,1952-01-01,41600000.00,115,
This Is the Army,1943-01-01,10445000.00,113,
This Land Is Mine,1943-01-01,1400000.00,103,
This Love of Ours,1945-01-01,353711.00,90,
This Mechanical Age,1954-01-01,,10,
This Sporting Life,1963-01-01,,134,
This Tiny World,1972-01-01,,15,
This Way Up,2008-01-01,,,
This Woman Is Mine,1941-01-01,,92,
Thoroughly Modern Millie,1967-01-01,40000000.00,151,
Those Magnificent Men in Their Flying Machines,1965-01-01,31000000.00,138,
Thoth,2001-01-01,,40,
Thousands Cheer,1943-01-01,5886000.00,125,
Three,1965-01-01,,80,
"Three Billboards Outside Ebbing, Missouri",2017-01-01,162700000.00,115,
Three Brothers,1981-01-01,,113,
Three Coins in the Fountain,1954-01-01,5000000.00,102,
Three Colours: Red,1994-01-01,4000000.00,99,
Three Comrades,1938-01-01,2043000.00,100,
Three Days of the Condor,1975-01-01,41500000.00,118,
Three Is a Family,1944-01-01,,81,
Three Little Girls in Blue,1946-01-01,3000000.00,93,
Three Little Pigs,1933-01-01,250000.00,8,
Three Little Words,1950-01-01,4526000.00,102,
Three Men and a Cradle,1985-01-01,,106,
Three Orphan Kittens,1935-01-01,,9,
Three Russian Girls,1943-01-01,,81,
Three Smart Girls,1936-01-01,1635800.00,84,
Three Songs for Benazir,2021-01-01,,22,
Through a Glass Darkly,1961-01-01,,90,
Throw Momma from the Train,1987-01-01,57900000.00,88,
Thunderball,1965-01-01,141200000.00,130,
Thunderbolt,1929-01-01,,91,
Thunderbolt and Lightfoot,1974-01-01,25000000.00,115,
Thursday's Children,1954-01-01,,21,
"Tick, Tick... Boom!",2021-01-01,115585.00,121,
Timber Toppers,1938-01-01,,,
Timbuktu,2014-01-01,7200000.00,96,
Time,2020-01-01,,81,
Time Freak,2011-01-01,,11,
Time Is Running Out,1970-01-01,,33,
Time Piece,1965-01-01,,9,
Time Stood Still,1956-01-01,,,
Timecode,2016-01-01,,15,
Tin Pan Alley,1940-01-01,1645000.00,94,
Tin Toy,1988-01-01,,5,
Tinker Tailor Soldier Spy,2011-01-01,81200000.00,127,
Tit for Tat,1935-01-01,,1925,
Titanic,1953-01-01,2250000.00,98,
Titanic,1997-01-01,2264000000.00,195,
Titus,1999-01-01,2920000.00,162,
Tlayucan,1962-01-01,,105,
To Be Alive!,1964-01-01,,18,
To Be or Not to Be,1942-01-01,1500000.00,99,
To Be or Not to Be,1983-01-01,13000000.00,107,
To Catch a Thief,1955-01-01,4500000.00,106,
To Die in Madrid,1963-01-01,,85,
To Each His Own,1946-01-01,3600000.00,122,
To Forget Venice,1979-01-01,,110,
To Kill a Mockingbird,1962-01-01,13100000.00,129,
To Kill a Tiger,2022-01-01,,127,
To Leslie,2022-01-01,413158.00,119,
To Live Again,1963-01-01,,,
To Live or Let Die,1982-01-01,,,
To the People of the United States,1944-01-01,,21,
To the Shores of Iwo Jima,1945-01-01,,20,
To the Shores of Tripoli,1942-01-01,2359000.00,86,
Tobruk,1967-01-01,2000000.00,109,
Tom & Viv,1994-01-01,750000.00,115,
Tom Jones,1963-01-01,17070000.00,128,
Tom Sawyer,1973-01-01,6000000.00,104,
tom thumb,1958-01-01,3250000.00,98,
"Tom, Dick and Harry",1941-01-01,1628000.00,87,
Tommy,1975-01-01,34300000.00,108,
Tomorrow We Fly,1943-01-01,,21,
Toni Erdmann,2016-01-01,11700000.00,162,
Tonight and Every Night,1945-01-01,,92,
Too Many Husbands,1940-01-01,,84,
Too Young to Kiss,1951-01-01,2300000.00,91,
"Toot, Whistle, Plunk and Boom",1953-01-01,,10,
Tootsie,1982-01-01,241000000.00,116,
Top Gun,1986-01-01,357300000.00,109,
Top Gun: Maverick,2022-01-01,1496000000.00,131,
Top Hat,1935-01-01,3200000.00,101,
Topkapi,1964-01-01,7000000.00,120,
Topper,1937-01-01,2000000.00,97,
Topper Returns,1941-01-01,500931.00,88,
Topper Takes a Trip,1938-01-01,565687.00,80,
Topsy-Turvy,1999-01-01,7200000.00,160,
Tora! Tora! Tora!,1970-01-01,37000000.00,144,
Torch Song,1953-01-01,1700000.00,90,
Torero!,1956-01-01,,75,
Torpedo Run,1958-01-01,2600000.00,98,
Tortilla Flat,1942-01-01,2611000.00,105,
Torture Money,1937-01-01,,21,
Total Recall,1990-01-01,261400000.00,113,
Toward Independence,1948-01-01,,30,
Town Without Pity,1961-01-01,1200000.00,105,
Toy Story,1995-01-01,394400000.00,81,
Toy Story 2,1999-01-01,511400000.00,92,
Toy Story 3,2010-01-01,1067000000.00,103,
Toy Story 4,2019-01-01,1074000000.00,100,
Toy Tinkers,1949-01-01,,730,
Toyland,2007-01-01,,14,
Toys,1992-01-01,23300000.00,122,
Toys in the Attic,1963-01-01,,90,
Trader Horn,1931-01-01,4200000.00,122,
Trading Places,1983-01-01,120600000.00,116,
Traffic,2000-01-01,207500000.00,147,
Traffic Stop,2017-01-01,,30,
Traffic with the Devil,1946-01-01,,19,
Training Day,2001-01-01,104900000.00,122,
Trainspotting,1996-01-01,72000000.00,93,
Transamerica,2005-01-01,15200000.00,103,
Transatlantic,1931-01-01,,78,
Transformers,2007-01-01,709700000.00,143,
Transformers: Dark of the Moon,2011-01-01,1124000000.00,154,
Transformers: Revenge of the Fallen,2009-01-01,836500000.00,150,
Traveling Hopefully,1982-01-01,,29,
Travels with My Aunt,1972-01-01,1075000.00,109,
Treasure Planet,2002-01-01,109600000.00,95,
Trevor,1994-01-01,,23,
Trial,1955-01-01,3305000.00,109,
Triangle of Sadness,2022-01-01,32900000.00,147,
Tribute,1980-01-01,4000000.00,121,
Trio,1950-01-01,147000.00,91,
Tristana,1970-01-01,,100,
Trolls,2016-01-01,347000000.00,93,
Tron,1982-01-01,50000000.00,96,
Tron: Legacy,2010-01-01,409900000.00,125,
Tropic Holiday,1938-01-01,,78,
Tropic Thunder,2008-01-01,195700000.00,107,
Trouble the Water,2008-01-01,,93,
Troublesome Creek: A Midwestern,1995-01-01,,88,
Troy,2004-01-01,497400000.00,163,
Truant Officer Donald,1941-01-01,,8,
True Grit,1969-01-01,31100000.00,128,
True Grit,2010-01-01,252300000.00,110,
True Lies,1994-01-01,378900000.00,141,
Trumbo,2015-01-01,13300000.00,124,
Tsotsi,2005-01-01,11500000.00,95,
Tuba Atlantic,2010-01-01,,25,
Tubby the Tuba,1947-01-01,,10,
Tucker: The Man and His Dream,1988-01-01,19700000.00,110,
Tulips Shall Grow,1942-01-01,,7,
Tulsa,1949-01-01,2340336.00,90,
Tumbleweeds,1999-01-01,1300000.00,100,
Tunes of Glory,1960-01-01,,106,
Tup Tup,1972-01-01,,10,
Tupac: Resurrection,2003-01-01,7808524.00,111,
Turkish Delight,1973-01-01,,108,
Turning Red,2022-01-01,21500000.00,100,
Tweetie Pie,1947-01-01,,702,
Twelve O'Clock High,1949-01-01,3225000.00,132,
Twice in a Lifetime,1985-01-01,8402424.00,111,
Twilight of Honor,1963-01-01,,104,
Twin Sisters,2002-01-01,5145363.00,137,
Twin Sisters of Kyoto,1963-01-01,,106,
Twin Towers,2002-01-01,,34,
Twist of Faith,2004-01-01,,87,
Twister,1996-01-01,495700000.00,113,
Two Arabian Knights,1927-01-01,,92,
"Two Cars, One Night",2004-01-01,,11,
"Two Days, One Night",2014-01-01,9000000.00,95,
Two Distant Strangers,2020-01-01,443050.00,32,
Two for the Road,1967-01-01,12000000.00,111,
Two for the Seesaw,1962-01-01,1750000.00,119,
Two Girls and a Sailor,1944-01-01,4500000.00,124,
Two Hands: The Leon Fleisher Story,2006-01-01,,17,
Two Soldiers,2003-01-01,,40,
Two Tickets to Broadway,1951-01-01,2000000.00,106,
Two Women,1960-01-01,7200000.00,100,
Two-Minute Warning,1976-01-01,,115,
Typhoon,1940-01-01,,70,
U-571,2000-01-01,127000000.00,116,
Ugetsu,1953-01-01,,96,
Ulee's Gold,1997-01-01,9054736.00,115,
Ulysses,1967-01-01,2300000.00,132,
Umberto D.,1952-01-01,,89,
Unbroken,2014-01-01,163400000.00,138,
Unchained,1955-01-01,,75,
Unconquered,1947-01-01,6665592.00,146,
Undefeated,2011-01-01,562218.00,113,
Under Fire,1983-01-01,5696391.00,128,
Under Siege,1992-01-01,156600000.00,103,
Under the Sun,1998-01-01,,118,
Under the Volcano,1984-01-01,2556800.00,112,
Under Western Stars,1938-01-01,,65,
Underworld,1927-01-01,,80,
Unfaithful,2002-01-01,119100000.00,124,
Unfinished Business,1986-01-01,,60,
Unforgiven,1992-01-01,159200000.00,131,
Union Maids,1976-01-01,,50,
Union Pacific,1939-01-01,,135,
United 93,2006-01-01,76300000.00,110,
United States Marine Band,1942-01-01,,10,
Universe,1960-01-01,,29,
Universe,1976-01-01,,27,
Unstoppable,2010-01-01,167800000.00,98,
Unstrung Heroes,1995-01-01,7929434.00,93,
Up,1984-01-01,,14,
Up,2009-01-01,735100000.00,96,
Up Close and Personal,1996-01-01,100700000.00,124,
Up in Arms,1944-01-01,4715000.00,106,
Up in Mabel's Room,1944-01-01,1000000.00,76,
Up in the Air,2009-01-01,166800000.00,109,
Urge to Build,1981-01-01,,,
Vacation From Marriage,1945-01-01,,102,
Valiant Is the Word for Carrie,1936-01-01,,110,
Valley of the Dolls,1967-01-01,44400000.00,123,
Valmont,1989-01-01,1132112.00,137,
Van Gogh,1948-01-01,,20,
Vanilla Sky,2001-01-01,203400000.00,136,
Varsity Show,1937-01-01,,121,
Vatel,2000-01-01,51080.00,103,
Velvet Goldmine,1998-01-01,4300000.00,123,
Venus,2006-01-01,7300000.00,95,
Vera Drake,2004-01-01,13300000.00,125,
Vertigo,1958-01-01,7300000.00,128,
"Very Nice, Very Nice",1961-01-01,,7,
Vice,2018-01-01,76100000.00,132,
Vicky Cristina Barcelona,2008-01-01,96000000.00,97,
Victor/Victoria,1982-01-01,28200000.00,132,
Victoria & Abdul,2017-01-01,68300000.00,111,
Victory Through Air Power,1943-01-01,799000.00,65,
Violet,1981-01-01,,31,
Virunga,2014-01-01,,100,
Visas and Virtue,1997-01-01,,26,
Visit to a Small Planet,1960-01-01,3200000.00,85,
Viva Italia!,1977-01-01,,115,
Viva Villa!,1934-01-01,1969000.00,115,
Viva Zapata!,1952-01-01,1900000.00,113,
Vivacious Lady,1938-01-01,1206000.00,90,
Voice in the Wind,1944-01-01,,85,
Volcano: An Inquiry into the Life and Death of Malcolm Lowry,1976-01-01,,100,
Volver,2006-01-01,87200000.00,121,
Von Ryan's Express,1965-01-01,17100000.00,117,
Voyage of the Damned,1976-01-01,1750000.00,155,
W.E.,2011-01-01,2000000.00,119,
Wabash Avenue,1950-01-01,2050000.00,92,
Waco: The Rules of Engagement,1997-01-01,,136,
Wag the Dog,1997-01-01,64300000.00,97,
Waikiki Wedding,1937-01-01,2000000.00,89,
Wait Until Dark,1967-01-01,17500000.00,108,
Wake Island,1942-01-01,3500000.00,88,
Waldo Salt: A Screenwriter's Journey,1990-01-01,,,
Walk on the Wild Side,1962-01-01,3000000.00,114,
Walk Run Cha-Cha,2019-01-01,,,
Walk the Line,2005-01-01,186800000.00,136,
Walking,1968-01-01,,5,
Walky Talky Hawky,1946-01-01,,700,
Wall Street,1987-01-01,43800000.00,126,
WALL-E,2008-01-01,532500000.00,97,
Wallace & Gromit: The Curse of the Were-Rabbit,2005-01-01,192700000.00,85,
Wallace & Gromit: Vengeance Most Fowl,2024-01-01,,79,
Walls of Fire,1971-01-01,,,
Walter Wanger's Vogues of 1938,1937-01-01,1089956.00,109,
Waltz with Bashir,2008-01-01,11100000.00,90,
Wander to Wonder,2023-01-01,,14,
Wanted,2008-01-01,342500000.00,110,
Wanted – A Master,1936-01-01,,10,
War and Peace,1956-01-01,12000000.00,208,
War Clouds in the Pacific,1941-01-01,,20,
War Department Report,1943-01-01,,47,
War for the Planet of the Apes,2017-01-01,490700000.00,140,
War Horse,2011-01-01,177600000.00,146,
War Is Over!,2022-01-01,,11,
War of the Worlds,2005-01-01,603900000.00,117,
War Photographer,2001-01-01,,96,
War Witch,2012-01-01,70544.00,90,
War/Dance,2007-01-01,,105,
WarGames,1983-01-01,124600000.00,114,
Warrior,2011-01-01,23300000.00,140,
Wartime Romance,1983-01-01,,92,
Wasp,2003-01-01,,26,
Waste Land,2010-01-01,,99,
Wat's Pig,1996-01-01,,11,
Watani: My Homeland,2016-01-01,,40,
Watch on the Rhine,1943-01-01,2500000.00,114,
Water,2005-01-01,10400000.00,114,
Water Birds,1952-01-01,,30,
Waterloo Bridge,1940-01-01,2500000.00,108,
Waterworld,1995-01-01,264200000.00,135,
Watu Wote/All of Us,2017-01-01,,22,
Way Down South,1939-01-01,,61,
Way Out West,1937-01-01,,10230,
We Can't Live Without Cosmos,2015-01-01,,16,
Weary River,1929-01-01,,86,
Wee Willie Winkie,1937-01-01,,100,
Weekends,2017-01-01,,16,
Wells Fargo,1937-01-01,,97,
West Bank Story,2005-01-01,,21,
West Side Story,1961-01-01,44100000.00,152,
West Side Story,2021-01-01,76000000.00,156,
Wet Blanket Policy,1948-01-01,,624,
Whale Rider,2002-01-01,41400000.00,101,
What a Way to Go!,1964-01-01,11100000.00,111,
What Dreams May Come,1998-01-01,75400000.00,113,
What Ever Happened to Baby Jane?,1962-01-01,9000000.00,134,
What Happened to Santiago,1989-01-01,,105,
"What Happened, Miss Simone?",2015-01-01,,101,
"What Next, Corporal Hargrove?",1945-01-01,2250000.00,95,
What on Earth!,1966-01-01,,9,
What Price Hollywood?,1932-01-01,571000.00,88,
"What, No Men!",1934-01-01,,21,
What's Eating Gilbert Grape,1993-01-01,10000000.00,118,
What's Love Got to Do with It,1993-01-01,61000000.00,118,
What's New Pussycat?,1965-01-01,18800000.00,108,
What's the Matter with Helen?,1971-01-01,,101,
When Abortion Was Illegal: Untold Stories,1992-01-01,,28,
When Dinosaurs Ruled the Earth,1970-01-01,,100,
When Father Was Away on Business,1985-01-01,25053.00,136,
When Harry Met Sally...,1989-01-01,92800000.00,95,
When Ladies Meet,1933-01-01,,85,
When Ladies Meet,1941-01-01,1846000.00,105,
When Life Departs,1997-01-01,,,
When Magoo Flew,1954-01-01,,6,
When Marnie Was There,2014-01-01,3850000000.00,103,
When My Baby Smiles at Me,1948-01-01,3400000.00,98,
When the Day Breaks,1999-01-01,,9,
When Time Ran Out,1980-01-01,3800000.00,121,
When Tomorrow Comes,1939-01-01,,90,
When We Were Bullies,2021-01-01,,36,
When We Were Kings,1996-01-01,2789985.00,89,
When Willie Comes Marching Home,1950-01-01,1750000.00,82,
When Worlds Collide,1951-01-01,1600000.00,83,
Where Love Has Gone,1964-01-01,3600000.00,114,
Where Mountains Float,1955-01-01,,49,
Which Way Home,2009-01-01,,90,
Whiffs,1975-01-01,,91,
While I Run This Race,1967-01-01,,,
Whiplash,2014-01-01,50400000.00,106,
Whistling Smith,1975-01-01,,27,
White Banners,1938-01-01,,92,
White Bim Black Ear,1977-01-01,,183,
White Christmas,1954-01-01,30000000.00,120,
White Earth,2014-01-01,,20,
White Eye,2019-01-01,,21,
White Heat,1949-01-01,1900000.00,114,
White Nights,1985-01-01,42200000.00,136,
White Shadows in the South Seas,1928-01-01,1600000.00,89,
White Wilderness,1958-01-01,1800000.00,72,
Who Are the DeBolts? And Where Did They Get Nineteen Kids?,1977-01-01,,72,
